ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProxZpos,ProxZneg,ProxYpos,ProxYneg,ProxXpos,ProxXneg,TopArea,SidesArea,NumberOfFaces,ClashCount
Railing,11.13,420.93,3.58,1.46,0.03,1,2.45,0.13,11.17,0,7.13,9.09,0.04,2.98,6,5
Railing,11.13,420.93,3.58,1.46,0.03,1,2.45,0.13,11.17,0,10.15,6.07,0.04,2.98,6,5
Railing,7.16,420.93,3.58,2.27,0.03,1,2.45,0.13,0.4,9.96,0,16.22,0.07,4.6,6,4
Railing,11.13,420.93,3.58,1.46,0.03,1,2.45,0.13,0.4,12.2,0,14.79,0.04,2.98,6,4
Railing,11.13,420.93,3.58,1.46,0.03,1,2.45,0.13,2.64,9.96,0,14.79,0.04,2.98,6,4
BalconyFloor,10.48,8.65,27.54,1.55,1.46,0.13,3.45,0,5.32,5.76,0,14.79,2.27,0.78,6,5
BalconyFloor,3.2,8.65,27.54,5.07,1.46,0.13,3.45,0,11.17,0,10.78,0.4,7.41,1.7,6,6
BalconyFloor,11.13,8.71,27.54,1.46,1.45,0.13,3.45,0,3.27,7.91,0,14.79,2.12,0.76,6,5
BalconyFloor,3.48,8.65,27.54,4.67,1.46,0.13,3.45,0,11.17,0,1.86,9.72,6.82,1.59,6,6
BalconyFloor,5.33,8.65,27.54,3.05,1.46,0.13,3.45,0,11.17,0,7.13,6.07,4.45,1.17,6,6
BalconyFloor,7.16,8.65,27.54,2.27,1.46,0.13,3.45,0,0.4,9.96,0,14.79,3.31,0.97,6,5
BathroomFloor,4.58,4.73,27.54,3.55,2.67,0.13,3.45,0,5.07,4.89,6.88,5.82,9.47,1.62,6,4
BathroomFloor,4.51,6.48,27.54,3.6,1.95,0.13,3.45,0,3.02,7.66,1.66,10.99,7.02,1.44,6,4
Floor,1.1,1.13,27.54,14.79,11.17,0.13,3.45,0,0,1.46,1.46,0,165.16,6.75,22,52
InteriorWall,7.2,66.29,1.04,1.96,0.1,3.7,0,0.14,8.77,3.38,2.26,4.27,0.2,15.23,10,6
InteriorWall,15.51,66.29,1.04,0.91,0.1,3.7,0,0.14,9.56,4.46,3.56,2.16,0.09,7.44,6,4
InteriorWall,15.51,66.29,1.04,0.91,0.1,3.7,0,0.14,8.38,5.64,3.56,2.16,0.09,7.44,9,4
InteriorWall,16.41,66.29,1.04,0.86,0.1,3.7,0,0.14,9.16,4.85,0.2,5.57,0.09,7.07,6,5
InteriorWall,7.59,66.29,1.04,1.86,0.1,3.7,0,0.14,9.56,4.46,4.57,0.2,0.19,14.5,6,3
InteriorWall,4.58,66.29,1.04,3.08,0.1,3.7,0,0.14,10.83,0.2,3.46,3.06,0.31,23.56,6,4
InteriorWall,11.03,66.29,1.04,1.28,0.1,3.7,0,0.14,8.38,4.46,4.47,2.06,0.13,10.18,6,5
InteriorWall,28.81,66.29,1.04,0.49,0.1,3.7,0,0.14,8.77,4.85,1.05,5.47,0.05,4.37,6,5
InteriorWall,6.54,66.29,1.04,2.16,0.1,3.7,0,0.14,8.67,5.34,0.2,4.27,0.22,16.72,10,7
InteriorWall,4.2,66.29,1.04,3.36,0.1,3.7,0,0.14,10.73,3.28,0.2,3.06,0.34,25.64,10,8
InteriorWall,3.9,66.29,1.04,3.62,0.1,3.7,0,0.14,7.11,3.38,3.46,3.06,0.36,27.56,18,9
InteriorWall,2.27,66.29,1.04,6.23,0.1,3.7,0,0.14,7.01,7.01,0.2,0.2,0.62,46.83,10,6
ExteriorWall,2.27,33.15,1.04,6.23,0.2,3.7,0,0.14,0,13.92,0.2,0.2,1.25,47.57,10,5
ExteriorWall,2.27,33.15,1.04,6.23,0.2,3.7,0,0.14,13.92,0,0.2,0.2,1.25,47.57,14,7
ExteriorWall,1,33.15,1.04,14.12,0.2,3.7,0,0.14,0,0,6.43,0,2.82,105.94,6,5
ExteriorWall,1,33.15,1.04,14.12,0.2,3.7,0,0.14,0,0,0,6.43,2.82,105.94,10,9
InteriorDoor,15.34,165.73,1.67,0.92,0.04,2.3,1.4,0.14,8.46,4.74,3.5,3.09,0.04,4.42,6,3
InteriorDoor,15.34,165.73,1.67,0.92,0.04,2.3,1.4,0.14,9.73,3.46,3.5,3.09,0.04,4.42,6,3
InteriorDoor,15.34,165.73,1.67,0.92,0.04,2.3,1.4,0.14,7.19,6.01,3.5,3.09,0.04,4.42,6,3
InteriorDoor,15.34,165.73,1.67,0.92,0.04,2.3,1.4,0.14,10.76,3.31,2.45,3.26,0.04,4.42,6,3
InteriorDoor,15.34,165.73,1.67,0.92,0.04,2.3,1.4,0.14,9.64,3.56,2.29,4.3,0.04,4.42,6,3
InteriorDoor,15.34,165.73,1.67,0.92,0.04,2.3,1.4,0.14,7.04,7.04,1.75,3.96,0.04,4.42,6,3
InteriorDoor,19.61,165.73,1.67,0.72,0.04,2.3,1.4,0.14,8.7,5.37,0.24,5.67,0.03,3.5,6,3
ExteriorDoor,13.98,165.73,1.67,1.01,0.04,2.3,1.4,0.14,7.14,5.97,0.08,6.51,0.04,4.82,6,3
Window,2.42,165.73,1.25,5.83,0.04,3.07,0.21,0.56,0.08,14,0.4,0.4,0.23,36.04,6,2
Window,5.86,165.73,1.25,2.41,0.04,3.07,0.21,0.56,14,0.08,3.82,0.4,0.1,15.07,6,2
Window,5.01,165.73,1.25,2.82,0.04,3.07,0.21,0.56,14,0.08,0.4,3.41,0.11,17.53,6,2
BathroomFloor,6.85,3.38,27.43,2.06,1.96,0.14,3.7,0,8.77,3.38,0.2,4.37,4.03,1.13,8,7
Floor,1,1,27.43,14.12,6.63,0.14,3.7,0,0,0,0,0,93.57,5.81,20,26
InteriorWall,4,64.28,1.1,2.02,0.1,3.07,0,0.3,0.2,4.2,2.47,5.51,0.2,13.05,6,4
InteriorWall,2.89,64.28,1.1,2.79,0.1,3.07,0,0.3,1.93,4.4,5.08,0.2,0.28,17.74,6,5
InteriorWall,25.23,64.28,1.1,0.32,0.1,3.07,0,0.3,1.93,4.4,4.67,3.09,0.03,2.58,6,4
InteriorWall,11.06,64.28,1.1,0.73,0.1,3.07,0,0.3,2.22,4.1,2.47,4.88,0.07,5.1,6,3
InteriorWall,1.88,64.28,1.1,4.3,0.1,3.07,0,0.3,1.93,0.2,4.57,3.41,0.43,27.02,10,5
InteriorWall,4.41,64.28,1.1,1.83,0.1,3.07,0,0.3,0.2,4.4,4.98,2.99,0.18,11.84,10,7
ExteriorWall,1.05,32.14,1.1,7.67,0.2,3.07,0,0.3,6.23,0,0.2,0.2,1.53,48.35,14,7
ExteriorWall,1,32.14,1.1,8.08,0.2,3.07,0,0.3,0,6.23,0,0,1.62,50.81,10,8
ExteriorWall,1.3,32.14,1.1,6.23,0.2,3.07,0,0.3,0.2,0,7.88,0,1.25,39.47,6,6
ExteriorWall,1.3,32.14,1.1,6.23,0.2,3.07,0,0.3,0.2,0,0,7.88,1.25,39.47,6,4
InteriorDoor,8.78,160.7,1.54,0.92,0.04,2.19,0.88,0.3,2.8,2.71,4.6,3.44,0.04,4.2,6,3
InteriorDoor,8.78,160.7,1.54,0.92,0.04,2.19,0.88,0.3,0.33,5.18,5.02,3.02,0.04,4.2,6,3
ExteriorDoor,8,160.7,1.54,1.01,0.04,2.19,0.88,0.3,0.08,6.31,3.9,3.17,0.04,4.59,6,3
Window,2.06,160.7,1.98,3.92,0.04,1.7,0.48,1.19,6.31,0.08,0.4,3.76,0.16,13.45,6,2
Window,2.93,160.7,1.98,2.76,0.04,1.7,0.48,1.19,6.31,0.08,4.92,0.4,0.11,9.52,6,2
BathroomFloor,2.89,3.72,11.23,2.79,1.73,0.3,3.07,0,0.2,4.5,5.09,0.2,4.82,2.71,6,6
Floor,1,1,11.23,8.08,6.43,0.3,3.07,0,0,0,0,0,51.91,8.7,18,15
InteriorWall,9.33,107.3,1.06,1.27,0.1,3.41,0,0.22,2.36,8.23,5.42,5.21,0.13,9.31,10,5
InteriorWall,12.75,107.3,1.06,0.93,0.1,3.41,0,0.22,4.36,7.4,7.58,2.21,0.09,7.04,6,4
InteriorWall,12.75,107.3,1.06,0.93,0.1,3.41,0,0.22,6.04,5.72,7.58,2.21,0.09,7.04,6,4
InteriorWall,6.21,107.3,1.06,1.91,0.1,3.41,0,0.22,4.04,7.71,8.62,0.2,0.19,13.74,10,5
InteriorWall,6.21,107.3,1.06,1.91,0.1,3.41,0,0.22,6.04,5.72,8.62,0.2,0.19,13.74,6,4
InteriorWall,5.13,107.3,1.06,2.31,0.1,3.41,0,0.22,3.72,5.82,5.42,5.21,0.23,16.47,10,5
InteriorWall,5.75,107.3,1.06,2.06,0.1,3.41,0,0.22,0.2,9.6,6.45,4.18,0.21,14.7,6,5
InteriorWall,6.66,107.3,1.06,1.78,0.1,3.41,0,0.22,4.36,5.72,7.48,3.15,0.18,12.82,10,6
InteriorWall,1.63,107.3,1.06,7.28,0.1,3.41,0,0.22,6.04,5.72,0.2,3.25,0.73,50.35,10,6
InteriorWall,5.65,107.3,1.06,2.1,0.1,3.41,0,0.22,4.04,5.72,8.52,2.11,0.21,14.97,6,6
InteriorWall,2.23,107.3,1.06,5.32,0.1,3.41,0,0.22,3.62,8.13,0.2,5.21,0.53,36.95,6,5
InteriorWall,2.32,107.3,1.06,5.11,0.1,3.41,0,0.22,2.26,9.5,5.42,0.2,0.51,35.55,10,6
ExteriorWall,1.04,53.65,1.06,11.45,0.2,3.41,0,0.22,0.2,0.2,0,10.53,2.29,79.49,18,9
ExteriorWall,1,53.65,1.06,11.85,0.2,3.41,0,0.22,0,0,10.53,0,2.37,82.22,10,8
ExteriorWall,1.13,53.65,1.06,10.53,0.2,3.41,0,0.22,11.66,0,0,0.2,2.11,73.18,6,4
ExteriorWall,1.13,53.65,1.06,10.53,0.2,3.41,0,0.22,0,11.65,0,0.2,2.11,73.18,6,6
InteriorDoor,12.89,268.25,1.61,0.92,0.04,2.25,1.16,0.22,3.84,7.1,5.45,5.24,0.04,4.32,6,3
InteriorDoor,12.89,268.25,1.61,0.92,0.04,2.25,1.16,0.22,6.06,5.75,6.04,3.77,0.04,4.32,6,3
InteriorDoor,12.89,268.25,1.61,0.92,0.04,2.25,1.16,0.22,4.47,6.47,7.51,3.18,0.04,4.32,6,3
InteriorDoor,12.89,268.25,1.61,0.92,0.04,2.25,1.16,0.22,2.47,8.46,5.45,5.24,0.04,4.32,6,3
InteriorDoor,12.89,268.25,1.61,0.92,0.04,2.25,1.16,0.22,2.28,9.53,7.9,1.91,0.04,4.32,6,3
InteriorDoor,12.89,268.25,1.61,0.92,0.04,2.25,1.16,0.22,4.07,7.75,9.24,0.57,0.04,4.32,6,3
ExteriorDoor,11.74,268.25,1.61,1.01,0.04,2.25,1.16,0.22,2.75,8.1,10.61,0.08,0.04,4.72,6,3
Window,2.34,268.25,1.16,5.07,0.04,3.12,0.1,0.41,6.38,0.4,0.08,10.61,0.2,31.89,6,2
Window,3.99,268.25,1.16,2.97,0.04,3.12,0.1,0.41,0.4,8.49,0.08,10.61,0.12,18.78,6,2
Window,6.51,268.25,1.16,1.82,0.04,3.12,0.1,0.41,3.97,6.07,0.08,10.61,0.07,11.58,6,2
BathroomFloor,2.98,5.21,16.5,3.98,2.06,0.22,3.41,0,0.2,9.6,6.55,0.2,8.18,2.65,6,4
Floor,1,1,16.5,11.85,10.73,0.22,3.41,0,0,0,0,0,127.2,9.94,18,25
InteriorWall,30.98,112.06,1.07,0.42,0.1,3.63,0,0.24,9.81,2.78,2.36,8.74,0.04,3.81,6,4
InteriorWall,30.98,112.06,1.07,0.42,0.1,3.63,0,0.24,9.81,2.78,3.37,7.74,0.04,3.81,6,4
InteriorWall,13.69,112.06,1.07,0.95,0.1,3.63,0,0.24,7.19,4.88,3.77,7.34,0.1,7.62,6,4
InteriorWall,10.24,112.06,1.07,1.27,0.1,3.63,0,0.24,5.82,5.93,3.77,7.34,0.13,9.91,12,6
InteriorWall,13.69,112.06,1.07,0.95,0.1,3.63,0,0.24,7.19,4.88,2.16,8.94,0.1,7.62,6,4
InteriorWall,17.58,112.06,1.07,0.74,0.1,3.63,0,0.24,4.98,7.29,3.77,7.34,0.07,6.1,9,5
InteriorWall,2.67,112.06,1.07,4.88,0.1,3.63,0,0.24,9.08,3.83,4.98,1.35,0.49,36.15,6,4
InteriorWall,5.25,112.06,1.07,2.48,0.1,3.63,0,0.24,10.34,0.2,3.37,7.74,0.25,18.69,6,3
InteriorWall,11.72,112.06,1.07,1.11,0.1,3.63,0,0.24,10.24,2.68,2.36,7.74,0.11,8.76,6,5
InteriorWall,2.72,112.06,1.07,4.78,0.1,3.63,0,0.24,9.71,3.2,0.2,6.23,0.48,35.41,18,9
InteriorWall,3.54,112.06,1.07,3.67,0.1,3.63,0,0.24,8.14,4.78,0.2,7.34,0.37,27.38,14,7
InteriorWall,3.54,112.06,1.07,3.67,0.1,3.63,0,0.24,7.09,5.83,0.2,7.34,0.37,27.38,6,6
InteriorWall,3.54,112.06,1.07,3.67,0.1,3.63,0,0.24,4.88,8.03,0.2,7.34,0.37,27.38,6,5
InteriorWall,2.14,112.06,1.07,6.08,0.1,3.63,0,0.24,5.72,7.19,3.77,1.35,0.61,44.9,10,7
InteriorWall,3.34,112.06,1.07,3.89,0.1,3.63,0,0.24,5.82,3.3,4.88,6.23,0.39,28.97,10,5
ExteriorWall,1.03,56.03,1.07,12.61,0.2,3.63,0,0.24,0.2,0.2,9.86,1.15,2.52,93,18,9
ExteriorWall,1.29,56.03,1.07,10.06,0.2,3.63,0,0.24,12.81,0,0,1.15,2.01,74.46,6,4
ExteriorWall,1.02,56.03,1.07,12.81,0.2,3.63,0,0.24,0,0.2,0,11.01,2.56,94.45,10,9
ExteriorWall,1.32,56.03,1.07,9.86,0.2,3.63,0,0.24,0,12.81,0.2,1.15,1.97,73.01,10,5
InteriorDoor,14.14,280.15,2.02,0.92,0.04,1.92,1.71,0.24,7.72,4.37,4.91,6.26,0.04,3.69,6,3
InteriorDoor,14.14,280.15,2.02,0.92,0.04,1.92,1.71,0.24,5.75,7.22,3.86,6.42,0.04,3.69,6,3
InteriorDoor,14.14,280.15,2.02,0.92,0.04,1.92,1.71,0.24,5.94,6.15,3.8,7.37,0.04,3.69,6,3
InteriorDoor,14.14,280.15,2.02,0.92,0.04,1.92,1.71,0.24,9.74,3.23,3.76,6.52,0.04,3.69,6,3
InteriorDoor,14.14,280.15,2.02,0.92,0.04,1.92,1.71,0.24,8.16,4.81,2.66,7.63,0.04,3.69,6,3
InteriorDoor,18.07,280.15,2.02,0.72,0.04,1.92,1.71,0.24,9.74,3.23,2.56,7.93,0.03,2.92,6,3
InteriorDoor,14.14,280.15,2.02,0.92,0.04,1.92,1.71,0.24,9.74,3.23,1.25,9.04,0.04,3.69,6,3
InteriorDoor,14.14,280.15,2.02,0.92,0.04,1.92,1.71,0.24,8.16,4.81,1.15,9.14,0.04,3.69,6,3
ExteriorDoor,12.88,280.15,2.02,1.01,0.04,1.92,1.71,0.24,8.42,3.59,0.08,11.09,0.04,4.02,6,3
Window,2.57,280.15,1.35,5.07,0.04,2.87,0.31,0.69,0.4,7.54,9.94,1.23,0.2,29.33,6,2
Window,1.4,280.15,1.35,9.26,0.04,2.87,0.31,0.69,0.08,12.89,0.4,1.55,0.37,53.36,6,2
Window,4.09,280.15,1.35,3.18,0.04,2.87,0.31,0.69,9.43,0.4,9.94,1.23,0.13,18.48,6,2
Window,4.71,280.15,1.35,2.76,0.04,2.87,0.31,0.69,6.07,4.18,9.94,1.23,0.11,16.07,6,2
Railing,4.09,373.53,3.87,3.18,0.03,1,2.63,0.24,9.43,0.4,11.18,0,0.1,6.42,6,4
Railing,11.31,373.53,3.87,1.15,0.03,1,2.63,0.24,12.58,0.4,10.06,0,0.03,2.36,6,4
Railing,11.31,373.53,3.87,1.15,0.03,1,2.63,0.24,9.43,3.55,10.06,0,0.03,2.36,6,4
BalconyFloor,4.09,9.74,16.13,3.18,1.15,0.24,3.63,0,9.43,0.4,10.06,0,3.66,2.08,6,5
BathroomFloor,3.64,5.31,16.13,3.57,2.11,0.24,3.63,0,4.98,5.93,0.2,7.44,7.52,2.72,6,6
Floor,1,1.11,16.13,13.01,10.06,0.24,3.63,0,0,0,0,1.15,130.83,11.07,18,33
InteriorWall,5.91,107.05,1.07,2.42,0.1,3.71,0,0.27,8.08,0.2,9.55,4.67,0.24,18.71,6,4
InteriorWall,6.17,107.05,1.07,2.32,0.1,3.71,0,0.27,8.18,0.2,8.27,5.94,0.23,17.96,6,4
InteriorWall,6.17,107.05,1.07,2.32,0.1,3.71,0,0.27,8.18,0.2,6.99,7.22,0.23,17.96,6,4
InteriorWall,5.46,107.05,1.07,2.62,0.1,3.71,0,0.27,7.89,0.2,5.03,9.19,0.26,20.17,10,6
InteriorWall,4.22,107.05,1.07,3.39,0.1,3.71,0,0.27,4.72,5.88,1.64,9.29,0.34,25.87,6,4
InteriorWall,8.04,107.05,1.07,1.78,0.1,3.71,0,0.27,4.82,4.1,6.21,8.01,0.18,13.94,10,5
InteriorWall,5.59,107.05,1.07,2.56,0.1,3.71,0,0.27,8.08,2.52,6.99,4.77,0.26,19.7,14,7
InteriorWall,4.1,107.05,1.07,3.49,0.1,3.71,0,0.27,7.79,2.82,1.64,9.19,0.35,26.62,6,5
InteriorWall,4.66,107.05,1.07,3.07,0.1,3.71,0,0.27,4.72,2.92,5.03,9.19,0.31,23.48,10,6
InteriorWall,4.46,107.05,1.07,3.21,0.1,3.71,0,0.27,1.61,5.88,6.79,7.42,0.32,24.58,6,4
InteriorWall,4.29,107.05,1.07,3.34,0.1,3.71,0,0.27,6.6,4,6.21,4.77,0.33,25.52,6,4
InteriorWall,2.81,107.05,1.07,5.09,0.1,3.71,0,0.27,1.61,4,9.55,4.67,0.51,38.52,6,4
InteriorWall,8.57,107.05,1.07,1.67,0.1,3.71,0,0.27,4.72,5.88,5.13,7.52,0.17,13.12,10,6
ExteriorWall,1.15,53.53,1.07,12.47,0.2,3.71,0,0.27,1.41,9.1,1.64,0.2,2.49,94.03,18,15
ExteriorWall,1.54,53.53,1.07,9.3,0.2,3.71,0,0.27,1.41,0,1.44,12.67,1.86,70.45,18,15
ExteriorWall,1.13,53.53,1.07,12.67,0.2,3.71,0,0.27,10.5,0,1.64,0,2.53,95.52,10,10
ExteriorWall,1.57,53.53,1.07,9.1,0.2,3.71,0,0.27,1.41,0.2,14.11,0,1.82,68.97,10,5
InteriorDoor,15.56,267.63,1.98,0.92,0.04,2.01,1.7,0.27,4.91,4.88,6.24,8.04,0.04,3.86,6,3
InteriorDoor,15.56,267.63,1.98,0.92,0.04,2.01,1.7,0.27,4.91,4.88,5.06,9.22,0.04,3.86,6,3
InteriorDoor,15.56,267.63,1.98,0.92,0.04,2.01,1.7,0.27,4.75,5.91,5.21,8.19,0.04,3.86,6,3
InteriorDoor,15.56,267.63,1.98,0.92,0.04,2.01,1.7,0.27,8.11,2.55,7.17,6.22,0.04,3.86,6,3
InteriorDoor,15.56,267.63,1.98,0.92,0.04,2.01,1.7,0.27,8.11,2.55,8.45,4.94,0.04,3.86,6,3
InteriorDoor,15.56,267.63,1.98,0.92,0.04,2.01,1.7,0.27,8.56,1.22,5.06,9.22,0.04,3.86,6,3
ExteriorDoor,14.17,267.63,1.98,1.01,0.04,2.01,1.7,0.27,10.59,0.08,5.26,8.05,0.04,4.21,6,3
Window,1.68,267.63,1.68,8.5,0.04,2.37,0.6,1.01,1.81,0.4,14.19,0.08,0.34,40.46,6,2
Window,3.56,267.63,1.68,4.02,0.04,2.37,0.6,1.01,1.49,9.17,9.9,0.4,0.16,19.23,6,2
Window,3.04,267.63,1.68,4.71,0.04,2.37,0.6,1.01,1.49,9.17,1.84,7.77,0.19,22.49,6,2
Window,5.38,267.63,1.68,2.66,0.04,2.37,0.6,1.01,1.81,6.23,1.52,12.75,0.11,12.81,6,2
Window,6.66,267.63,1.68,2.15,0.04,2.37,0.6,1.01,1.49,9.17,7.15,5.02,0.09,10.39,6,2
Window,5.79,267.63,1.68,2.47,0.04,2.37,0.6,1.01,5.07,3.17,1.52,12.75,0.1,11.87,6,2
Window,6.6,267.63,1.68,2.17,0.04,2.37,0.6,1.01,8.14,0.4,1.52,12.75,0.09,10.47,6,2
Railing,6.6,356.83,3.98,2.17,0.03,1,2.71,0.27,8.14,0.4,0,14.28,0.07,4.4,6,4
Railing,10.15,356.83,3.98,1.41,0.03,1,2.71,0.27,10.31,0.37,0.03,12.87,0.04,2.88,6,5
Railing,10.15,356.83,3.98,1.41,0.03,1,2.71,0.27,8.11,2.57,0.03,12.87,0.04,2.88,6,5
Railing,3.04,356.83,3.98,4.71,0.03,1,2.71,0.27,0,10.68,1.84,7.77,0.14,9.47,6,4
Railing,10.15,356.83,3.98,1.41,0.03,1,2.71,0.27,0,9.3,6.52,7.77,0.04,2.88,6,4
Railing,10.15,356.83,3.98,1.41,0.03,1,2.71,0.27,0,9.29,1.84,12.44,0.04,2.88,6,5
Railing,5.79,356.83,3.98,2.47,0.03,1,2.71,0.27,5.07,3.17,0,14.28,0.07,4.99,6,4
Railing,10.15,356.83,3.98,1.41,0.03,1,2.71,0.27,7.54,3.14,0.03,12.87,0.04,2.88,6,5
Railing,10.15,356.83,3.98,1.41,0.03,1,2.71,0.27,5.04,5.63,0.03,12.87,0.04,2.88,6,5
Railing,3.56,356.83,3.98,4.02,0.03,1,2.71,0.27,0,10.68,9.9,0.4,0.12,8.09,6,4
Railing,10.15,356.83,3.98,1.41,0.03,1,2.71,0.27,0,9.29,13.88,0.4,0.04,2.88,6,5
Railing,10.15,356.83,3.98,1.41,0.03,1,2.71,0.27,0,9.3,9.9,4.39,0.04,2.88,6,4
BalconyFloor,6.6,7.59,14.74,2.17,1.41,0.27,3.71,0,8.14,0.4,0.03,12.87,3.06,1.93,6,6
BalconyFloor,5.79,7.59,14.74,2.47,1.41,0.27,3.71,0,5.07,3.17,0.03,12.87,3.48,2.09,6,6
BalconyFloor,3.04,7.59,14.74,4.71,1.41,0.27,3.71,0,0,9.3,1.84,7.77,6.63,3.3,6,6
BalconyFloor,3.56,7.59,14.74,4.02,1.41,0.27,3.71,0,0,9.3,9.9,0.4,5.66,2.93,6,6
BathroomFloor,4.22,4.09,14.74,3.39,2.62,0.27,3.71,0,7.89,0.2,1.64,9.29,8.87,3.24,6,4
Floor,1.11,1.15,14.74,12.87,9.3,0.27,3.71,0,1.41,0,1.44,0,119.65,11.97,18,36
InteriorWall,6.69,71.85,1.05,1.47,0.1,3.72,0,0.19,0.2,5.51,5.27,4.46,0.15,11.68,6,4
InteriorWall,4.47,71.85,1.05,2.2,0.1,3.72,0,0.19,2.78,4.3,7.43,0.2,0.22,17.13,6,5
InteriorWall,3.08,71.85,1.05,3.19,0.1,3.72,0,0.19,2.88,1.11,6.15,3.58,0.32,24.49,6,4
InteriorWall,14.25,71.85,1.05,0.69,0.1,3.72,0,0.19,1.67,5.42,5.27,3.87,0.07,5.86,6,3
InteriorWall,8.33,71.85,1.05,1.18,0.1,3.72,0,0.19,2.78,4.3,6.15,2.5,0.12,9.49,10,5
InteriorWall,3.67,71.85,1.05,2.68,0.1,3.72,0,0.19,0.2,4.3,7.33,2.4,0.27,20.71,10,7
ExteriorWall,1.67,35.93,1.05,5.88,0.2,3.72,0,0.19,0.2,1.11,0.91,8.72,1.17,45.2,10,5
ExteriorWall,1.1,35.93,1.05,8.92,0.2,3.72,0,0.19,0,6.99,0.91,0,1.78,67.87,10,8
ExteriorWall,1.62,35.93,1.05,6.08,0.2,3.72,0,0.19,0.2,0.91,9.63,0,1.22,46.69,6,5
ExteriorWall,1.13,35.93,1.05,8.72,0.2,3.72,0,0.19,6.07,0.91,0.91,0.2,1.74,66.38,14,13
InteriorDoor,10.69,179.63,1.88,0.92,0.04,2.08,1.64,0.19,2.81,4.33,6.33,2.58,0.04,3.99,6,3
InteriorDoor,10.69,179.63,1.88,0.92,0.04,2.08,1.64,0.19,1.36,4.9,7.36,2.43,0.04,3.99,6,3
ExteriorDoor,9.73,179.63,1.88,1.01,0.04,2.08,1.64,0.19,0.08,7.07,6.19,2.63,0.04,4.36,6,3
Window,1.79,179.63,1.4,5.48,0.04,2.8,0.4,0.71,0.4,1.31,0.99,8.8,0.22,30.88,6,2
Window,2.14,179.63,1.4,4.59,0.04,2.8,0.4,0.71,6.16,0.99,1.31,3.93,0.18,25.95,6,2
Window,3.36,179.63,1.4,2.93,0.04,2.8,0.4,0.71,6.16,0.99,6.5,0.4,0.12,16.62,6,2
Railing,1.79,239.5,3.91,5.48,0.03,1,2.72,0.19,0.4,1.31,0,9.8,0.16,11.01,6,4
Railing,10.8,239.5,3.91,0.91,0.03,1,2.72,0.19,5.85,1.31,0,8.92,0.03,1.88,6,4
Railing,10.8,239.5,3.91,0.91,0.03,1,2.72,0.19,0.4,6.76,0,8.92,0.03,1.88,6,4
Railing,2.14,239.5,3.91,4.59,0.03,1,2.72,0.19,7.16,0,1.31,3.93,0.14,9.25,6,4
Railing,10.8,239.5,3.91,0.91,0.03,1,2.72,0.19,6.28,0,1.31,8.49,0.03,1.88,6,5
Railing,10.8,239.5,3.91,0.91,0.03,1,2.72,0.19,6.28,0,5.87,3.93,0.03,1.88,6,5
Railing,3.36,239.5,3.91,2.93,0.03,1,2.72,0.19,7.16,0,6.5,0.4,0.09,5.92,6,4
Railing,10.8,239.5,3.91,0.91,0.03,1,2.72,0.19,6.28,0,6.5,3.3,0.03,1.88,6,5
Railing,10.8,239.5,3.91,0.91,0.03,1,2.72,0.19,6.28,0,9.4,0.4,0.03,1.88,6,5
BalconyFloor,1.79,7.9,20.58,5.48,0.91,0.19,3.72,0,0.4,1.31,0,8.92,4.98,2.43,6,5
BalconyFloor,2.14,7.9,20.58,4.59,0.91,0.19,3.72,0,6.28,0,1.31,3.93,4.18,2.09,6,6
BalconyFloor,3.36,7.9,20.58,2.93,0.91,0.19,3.72,0,6.28,0,6.5,0.4,2.66,1.46,6,6
BathroomFloor,3.81,3.27,20.58,2.58,2.2,0.19,3.72,0,0.2,4.4,7.43,0.2,5.69,1.82,6,5
Floor,1.1,1.14,20.58,8.92,6.28,0.19,3.72,0,0,0.91,0.91,0,55.99,5.77,18,24
InteriorWall,9.92,80.06,1.04,1.02,0.1,3.43,0,0.14,1.27,5.72,3.9,6.12,0.1,7.66,6,4
InteriorWall,4.86,80.06,1.04,2.08,0.1,3.43,0,0.14,0.2,5.72,2.68,7.33,0.21,14.99,10,5
InteriorWall,10.43,80.06,1.04,0.97,0.1,3.43,0,0.14,0.2,6.84,4.7,5.31,0.1,7.33,6,4
InteriorWall,4.08,80.06,1.04,2.48,0.1,3.43,0,0.14,2.29,5.62,7.43,0.2,0.25,17.71,6,4
InteriorWall,2.34,80.06,1.04,4.32,0.1,3.43,0,0.14,2.39,1.3,6.73,3.29,0.43,30.33,10,5
InteriorWall,3.85,80.06,1.04,2.63,0.1,3.43,0,0.14,2.29,5.62,2.68,4.8,0.26,18.73,6,5
InteriorWall,9.03,80.06,1.04,1.12,0.1,3.43,0,0.14,1.27,5.62,5.31,4.7,0.11,8.35,8,6
InteriorWall,6.65,80.06,1.04,1.52,0.1,3.43,0,0.14,1.17,6.74,3.9,4.7,0.15,11.09,6,6
InteriorWall,5.27,80.06,1.04,1.92,0.1,3.43,0,0.14,2.29,5.62,5.41,2.78,0.19,13.88,10,6
InteriorWall,4.64,80.06,1.04,2.18,0.1,3.43,0,0.14,0.2,5.62,7.33,2.68,0.22,15.68,10,7
ExteriorWall,1.55,40.03,1.04,6.51,0.2,3.43,0,0.14,0.2,1.3,9.92,0,1.3,46,6,5
ExteriorWall,1.02,40.03,1.04,9.92,0.2,3.43,0,0.14,0,7.81,0.2,0,1.98,69.39,10,9
