ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProximityDistance,TopArea,SidesArea,NumberOfFaces,ClashCount
InteriorWall,8.25,80.74,1.08,1.19,0.1,3.71,1.16,0.12,9.54,10,5
ExteriorWall,1.28,40.37,1.08,7.67,0.2,3.71,0,1.53,58.43,10,7
ExteriorWall,1.25,40.37,1.08,7.87,0.2,3.71,0,1.57,59.91,14,13
ExteriorWall,1.12,40.37,1.08,8.8,0.2,3.71,0,1.76,66.79,6,6
ExteriorWall,1.09,40.37,1.08,9,0.2,3.71,0,1.8,68.27,6,4
InteriorDoor,10.68,201.85,1.91,0.92,0.04,2.09,2.47,0.04,4.01,6,3
InteriorDoor,10.68,201.85,1.91,0.92,0.04,2.09,2.41,0.04,4.01,6,3
InteriorDoor,10.68,201.85,1.91,0.92,0.04,2.09,2.26,0.04,4.01,6,3
InteriorDoor,10.68,201.85,1.91,0.92,0.04,2.09,1.36,0.04,4.01,6,3
InteriorDoor,10.68,201.85,1.91,0.92,0.04,2.09,1.19,0.04,4.01,6,3
ExteriorDoor,9.72,201.85,1.91,1.01,0.04,2.09,0.08,0.04,4.38,6,3
Window,2.63,201.85,1.42,3.74,0.04,2.82,0.08,0.15,21.32,6,2
Window,3.35,201.85,1.42,2.93,0.04,2.82,0.08,0.12,16.77,6,2
Railing,2.63,269.13,4,3.74,0.03,1,0,0.11,7.54,6,4
Railing,11.98,269.13,4,0.82,0.03,1,0,0.02,1.7,6,4
Railing,11.98,269.13,4,0.82,0.03,1,0,0.02,1.7,6,5
Railing,3.35,269.13,4,2.93,0.03,1,0,0.09,5.93,6,4
Railing,11.98,269.13,4,0.82,0.03,1,0,0.02,1.7,6,5
Railing,11.98,269.13,4,0.82,0.03,1,0,0.02,1.7,6,4
BalconyFloor,2.63,9.85,13.79,3.74,0.82,0.29,0,3.07,2.65,6,6
BalconyFloor,3.35,9.85,13.79,2.93,0.82,0.29,0,2.41,2.18,6,6
BathroomFloor,3.81,3.98,13.79,2.58,2.03,0.29,0.2,5.22,2.67,8,6
Floor,1.09,1,13.79,9,8.07,0.29,0,72.67,9.9,20,26
InteriorWall,9.39,109.1,1.08,1.22,0.1,3.5,2.28,0.12,9.23,10,5
InteriorWall,12.06,109.1,1.08,0.95,0.1,3.5,2.25,0.1,7.35,6,4
InteriorWall,12.06,109.1,1.08,0.95,0.1,3.5,2.25,0.1,7.35,6,4
InteriorWall,5.73,109.1,1.08,2,0.1,3.5,3.3,0.2,14.7,10,5
InteriorWall,5.87,109.1,1.08,1.95,0.1,3.5,0.2,0.2,14.35,10,5
InteriorWall,5.87,109.1,1.08,1.95,0.1,3.5,0.2,0.2,14.35,6,4
InteriorWall,2.16,109.1,1.08,5.31,0.1,3.5,0.2,0.53,37.87,6,4
InteriorWall,5.78,109.1,1.08,1.98,0.1,3.5,0.2,0.2,14.55,6,5
InteriorWall,6.66,109.1,1.08,1.72,0.1,3.5,3.2,0.17,12.75,10,6
InteriorWall,4.92,109.1,1.08,2.33,0.1,3.5,3.6,0.23,17.02,10,6
InteriorWall,5.64,109.1,1.08,2.03,0.1,3.5,2.15,0.2,14.88,6,6
InteriorWall,2.12,109.1,1.08,5.41,0.1,3.5,0.2,0.54,38.57,6,5
InteriorWall,2.2,109.1,1.08,5.2,0.1,3.5,0.2,0.52,37.1,10,6
ExteriorWall,1.09,54.55,1.08,10.51,0.2,3.5,0,2.1,74.97,6,4
ExteriorWall,1,54.55,1.08,11.45,0.2,3.5,0,2.29,81.58,10,9
ExteriorWall,1.07,54.55,1.08,10.71,0.2,3.5,0,2.14,76.37,6,6
ExteriorWall,1.02,54.55,1.08,11.25,0.2,3.5,0,2.25,80.18,18,9
InteriorDoor,12.45,272.75,1.77,0.92,0.04,2.14,3.84,0.04,4.11,6,3
InteriorDoor,12.45,272.75,1.77,0.92,0.04,2.14,3.69,0.04,4.11,6,3
InteriorDoor,12.45,272.75,1.77,0.92,0.04,2.14,3.23,0.04,4.11,6,3
InteriorDoor,12.45,272.75,1.77,0.92,0.04,2.14,2.38,0.04,4.11,6,3
InteriorDoor,12.45,272.75,1.77,0.92,0.04,2.14,1.95,0.04,4.11,6,3
InteriorDoor,12.45,272.75,1.77,0.92,0.04,2.14,0.59,0.04,4.11,6,3
ExteriorDoor,11.34,272.75,1.77,1.01,0.04,2.14,0.08,0.04,4.49,6,3
Window,2.35,272.75,1.47,4.88,0.04,2.57,0.08,0.2,25.26,6,2
Window,4.02,272.75,1.47,2.85,0.04,2.57,0.08,0.11,14.84,6,2
Window,6.62,272.75,1.47,1.73,0.04,2.57,0.08,0.07,9.11,6,2
BathroomFloor,2.83,5.51,13.5,4.05,1.98,0.28,0.2,8.01,3.38,6,5
Floor,1,1,13.5,11.45,10.91,0.28,0,124.96,12.52,18,26
InteriorWall,10.16,69.62,1.09,0.93,0.1,3.2,0.2,0.09,6.58,10,4
InteriorWall,10.16,69.62,1.09,0.93,0.1,3.2,0.2,0.09,6.58,6,4
InteriorWall,4.02,69.62,1.09,2.35,0.1,3.2,1.33,0.24,15.68,10,4
InteriorWall,3.65,69.62,1.09,2.59,0.1,3.2,2.6,0.26,17.2,10,3
InteriorWall,1.92,69.62,1.09,4.92,0.1,3.2,0.2,0.49,32.15,17,6
ExteriorWall,1.44,34.81,1.09,6.56,0.2,3.2,0,1.31,43.28,6,5
ExteriorWall,1.02,34.81,1.09,9.25,0.2,3.2,0,1.85,60.5,18,7
ExteriorWall,1.36,34.81,1.09,6.96,0.2,3.2,0,1.39,45.84,6,4
ExteriorWall,1.02,34.81,1.09,9.25,0.2,3.2,0,1.85,60.5,10,8
InteriorDoor,10.28,174.05,1.55,0.92,0.04,2.25,2.78,0.04,4.32,6,2
InteriorDoor,10.28,174.05,1.55,0.92,0.04,2.25,3.22,0.04,4.32,6,3
InteriorDoor,10.28,174.05,1.55,0.92,0.04,2.25,2.63,0.04,4.32,6,3
InteriorDoor,10.28,174.05,1.55,0.92,0.04,2.25,2.13,0.04,4.32,6,3
InteriorDoor,10.28,174.05,1.55,0.92,0.04,2.25,1.57,0.04,4.32,6,3
InteriorDoor,13.13,174.05,1.55,0.72,0.04,2.25,0.33,0.03,3.42,6,3
InteriorDoor,10.28,174.05,1.55,0.92,0.04,2.25,0.23,0.04,4.32,6,2
ExteriorDoor,9.36,174.05,1.55,1.01,0.04,2.25,0.08,0.04,4.72,6,3
Window,2.64,174.05,1.71,3.58,0.04,2.04,0.08,0.14,14.77,6,2
Window,3.81,174.05,1.71,2.48,0.04,2.04,0.08,0.1,10.3,6,2
Window,6.8,174.05,1.71,1.39,0.04,2.04,0.08,0.06,5.83,6,2
BathroomFloor,3.94,2.91,12.03,2.4,2.39,0.29,0.2,5.72,2.78,8,4
Floor,1,1,12.03,9.45,6.96,0.29,0,65.81,9.52,20,19
InteriorWall,15.47,75.01,1.08,0.51,0.1,3.7,1.9,0.05,4.5,6,4
InteriorWall,15.18,75.01,1.08,0.52,0.1,3.7,2.38,0.05,4.55,6,4
InteriorWall,2.6,75.01,1.08,3.03,0.1,3.7,0.2,0.3,23.15,10,6
InteriorWall,2.1,75.01,1.08,3.75,0.1,3.7,0.2,0.37,28.47,6,4
InteriorWall,4.38,75.01,1.08,1.8,0.1,3.7,0.2,0.18,14.03,6,4
InteriorWall,4.05,75.01,1.08,1.95,0.1,3.7,1.9,0.19,15.16,10,5
InteriorWall,5.56,75.01,1.08,1.42,0.1,3.7,2.38,0.14,11.24,10,6
InteriorWall,3.46,75.01,1.08,2.28,0.1,3.7,0.2,0.23,17.63,6,5
ExteriorWall,1.05,37.51,1.08,7.49,0.2,3.7,0,1.5,56.91,6,5
ExteriorWall,1.05,37.51,1.08,7.49,0.2,3.7,0,1.5,56.91,6,4
ExteriorWall,1.05,37.51,1.08,7.5,0.2,3.7,0,1.5,56.99,10,8
ExteriorWall,1.05,37.51,1.08,7.5,0.2,3.7,0,1.5,56.99,14,7
InteriorDoor,8.58,187.53,2.16,0.92,0.04,1.84,2.58,0.04,3.53,6,3
InteriorDoor,8.58,187.53,2.16,0.92,0.04,1.84,2.1,0.04,3.53,6,3
InteriorDoor,8.58,187.53,2.16,0.92,0.04,1.84,1.49,0.04,3.53,6,3
ExteriorDoor,7.81,187.53,2.16,1.01,0.04,1.84,0.08,0.04,3.86,6,3
Window,2.59,187.53,1.69,3.05,0.04,2.36,0.08,0.12,14.58,6,2
Window,2.59,187.53,1.69,3.05,0.04,2.36,0.08,0.12,14.59,6,2
BathroomFloor,2.6,3.44,14.21,3.03,2.18,0.28,0.2,6.61,2.92,6,4
Floor,1,1,14.21,7.89,7.5,0.28,0,59.19,8.62,18,18
InteriorWall,35.02,115.15,1.07,0.39,0.1,3.18,2.6,0.04,3.12,6,4
InteriorWall,35.02,115.15,1.07,0.39,0.1,3.18,2.36,0.04,3.12,6,4
InteriorWall,15.52,115.15,1.07,0.88,0.1,3.18,3.77,0.09,6.23,6,4
InteriorWall,11.67,115.15,1.07,1.17,0.1,3.18,3.77,0.12,8.1,12,5
InteriorWall,6.97,115.15,1.07,1.96,0.1,3.18,0.2,0.2,13.1,10,5
InteriorWall,6.97,115.15,1.07,1.96,0.1,3.18,0.2,0.2,13.1,6,4
InteriorWall,20.08,115.15,1.07,0.68,0.1,3.18,3.77,0.07,4.99,9,4
InteriorWall,2.8,115.15,1.07,4.87,0.1,3.18,0.2,0.49,31.63,6,4
InteriorWall,5.94,115.15,1.07,2.3,0.1,3.18,0.2,0.23,15.26,6,4
InteriorWall,12.41,115.15,1.07,1.1,0.1,3.18,2.36,0.11,7.66,6,5
InteriorWall,8.48,115.15,1.07,1.61,0.1,3.18,2.26,0.16,10.86,10,5
InteriorWall,8.48,115.15,1.07,1.61,0.1,3.18,2.26,0.16,10.86,6,5
InteriorWall,2.86,115.15,1.07,4.77,0.1,3.18,0.2,0.48,30.99,18,9
InteriorWall,12.64,115.15,1.07,1.08,0.1,3.18,2.16,0.11,7.5,6,6
InteriorWall,3.72,115.15,1.07,3.67,0.1,3.18,0.2,0.37,23.96,6,5
InteriorWall,2.25,115.15,1.07,6.08,0.1,3.18,0.2,0.61,39.29,10,7
InteriorWall,3.77,115.15,1.07,3.62,0.1,3.18,3.09,0.36,23.68,10,6
ExteriorWall,1.42,57.58,1.07,9.64,0.2,3.18,0,1.93,62.61,6,5
ExteriorWall,1.36,57.58,1.07,10.04,0.2,3.18,0,2.01,65.16,10,5
ExteriorWall,1.14,57.58,1.07,11.96,0.2,3.18,0,2.39,77.31,18,18
ExteriorWall,1.14,57.58,1.07,11.96,0.2,3.18,0,2.39,77.31,10,10
InteriorDoor,14.84,287.88,1.44,0.92,0.04,2.37,4.05,0.04,4.55,6,3
InteriorDoor,14.84,287.88,1.44,0.92,0.04,2.37,3.86,0.04,4.55,6,3
InteriorDoor,14.84,287.88,1.44,0.92,0.04,2.37,3.8,0.04,4.55,6,3
InteriorDoor,14.84,287.88,1.44,0.92,0.04,2.37,3.02,0.04,4.55,6,3
InteriorDoor,14.84,287.88,1.44,0.92,0.04,2.37,2.65,0.04,4.55,6,3
InteriorDoor,18.97,287.88,1.44,0.72,0.04,2.37,2.55,0.03,3.6,6,3
InteriorDoor,14.84,287.88,1.44,0.92,0.04,2.37,1.25,0.04,4.55,6,3
InteriorDoor,14.84,287.88,1.44,0.92,0.04,2.37,1.15,0.04,4.55,6,3
ExteriorDoor,13.52,287.88,1.44,1.01,0.04,2.37,0.08,0.04,4.97,6,3
Window,2.91,287.88,1.18,4.69,0.04,2.88,0.08,0.19,27.26,6,2
Window,1.48,287.88,1.18,9.25,0.04,2.88,0.09,0.37,53.48,6,2
Window,4.66,287.88,1.18,2.93,0.04,2.88,0.08,0.12,17.1,6,2
Window,5.38,287.88,1.18,2.54,0.04,2.88,0.08,0.1,14.84,6,2
Railing,2.91,383.83,3.41,4.69,0.03,1,0,0.14,9.44,6,4
Railing,9.29,383.83,3.41,1.47,0.03,1,0,0.04,3,6,4
Railing,9.29,383.83,3.41,1.47,0.03,1,0,0.04,3,6,5
Railing,1.48,383.83,3.41,9.25,0.03,1,0,0.28,18.55,6,4
Railing,9.29,383.83,3.41,1.47,0.03,1,0,0.04,3,6,4
Railing,9.29,383.83,3.41,1.47,0.03,1,0,0.04,3,6,4
Railing,4.66,383.83,3.41,2.93,0.03,1,0,0.09,5.92,6,4
Railing,9.29,383.83,3.41,1.47,0.03,1,0,0.04,3,6,5
Railing,9.29,383.83,3.41,1.47,0.03,1,0,0.04,3,6,5
Railing,5.38,383.83,3.41,2.54,0.03,1,0,0.08,5.13,6,4
Railing,9.29,383.83,3.41,1.47,0.03,1,0,0.04,3,6,5
Railing,9.29,383.83,3.41,1.47,0.03,1,0,0.04,3,6,4
BalconyFloor,1.48,7.83,14.83,9.25,1.47,0.23,0,13.59,4.93,6,5
BalconyFloor,2.91,7.83,14.83,4.69,1.47,0.23,0,6.9,2.83,6,6
BalconyFloor,4.66,7.83,14.83,2.93,1.47,0.23,0,4.3,2.02,6,6
BalconyFloor,5.38,7.83,14.83,2.54,1.47,0.23,0,3.73,1.84,6,6
BathroomFloor,3.83,5.88,14.83,3.57,1.96,0.23,0.2,6.98,2.54,6,4
Floor,1.12,1.15,14.83,12.16,10.05,0.23,0,122.11,10.21,18,42
InteriorWall,18.49,102.18,1.05,0.64,0.1,3.29,0.2,0.06,4.84,6,3
InteriorWall,17.15,102.18,1.05,0.69,0.1,3.29,2.46,0.07,5.17,6,3
InteriorWall,6.19,102.18,1.05,1.91,0.1,3.29,2.11,0.19,13.2,10,5
InteriorWall,9.1,102.18,1.05,1.3,0.1,3.29,3.28,0.13,9.24,10,5
InteriorWall,5.89,102.18,1.05,2.01,0.1,3.29,0.2,0.2,13.87,6,4
InteriorWall,9.1,102.18,1.05,1.3,0.1,3.29,2.11,0.13,9.24,10,5
InteriorWall,9.1,102.18,1.05,1.3,0.1,3.29,2.11,0.13,9.23,6,4
InteriorWall,6.19,102.18,1.05,1.91,0.1,3.29,3.28,0.19,13.2,10,5
InteriorWall,2.54,102.18,1.05,4.65,0.1,3.29,0.2,0.47,31.27,6,4
InteriorWall,5.01,102.18,1.05,2.36,0.1,3.29,0.2,0.24,16.17,6,4
InteriorWall,8.64,102.18,1.05,1.37,0.1,3.29,3.28,0.14,9.69,6,4
InteriorWall,8.64,102.18,1.05,1.37,0.1,3.29,3.28,0.14,9.69,6,5
InteriorWall,7.89,102.18,1.05,1.5,0.1,3.29,4.46,0.15,10.55,6,5
InteriorWall,5.89,102.18,1.05,2.01,0.1,3.29,0.2,0.2,13.87,6,6
InteriorWall,5.01,102.18,1.05,2.36,0.1,3.29,0.2,0.24,16.17,10,4
InteriorWall,4.09,102.18,1.05,2.89,0.1,3.29,0.2,0.29,19.66,6,6
InteriorWall,1.62,102.18,1.05,7.3,0.1,3.29,0.2,0.73,48.69,10,7
ExteriorWall,1.28,51.09,1.05,9.21,0.2,3.29,0,1.84,61.9,6,5
ExteriorWall,1.28,51.09,1.05,9.21,0.2,3.29,0,1.84,61.9,6,4
ExteriorWall,1,51.09,1.05,11.83,0.2,3.29,0,2.37,79.17,10,11
ExteriorWall,1,51.09,1.05,11.83,0.2,3.29,0,2.37,79.17,18,18
InteriorDoor,12.86,255.45,1.52,0.92,0.04,2.26,3.31,0.04,4.34,6,3
InteriorDoor,12.86,255.45,1.52,0.92,0.04,2.26,3.31,0.04,4.34,6,3
InteriorDoor,12.86,255.45,1.52,0.92,0.04,2.26,2.29,0.04,4.34,6,3
InteriorDoor,12.86,255.45,1.52,0.92,0.04,2.26,2.14,0.04,4.34,6,3
InteriorDoor,12.86,255.45,1.52,0.92,0.04,2.26,2.14,0.04,4.34,6,3
InteriorDoor,12.86,255.45,1.52,0.92,0.04,2.26,1.04,0.04,4.34,6,3
ExteriorDoor,11.71,255.45,1.52,1.01,0.04,2.26,0.08,0.04,4.74,6,3
Window,3.11,255.45,1.81,3.81,0.04,1.9,0.08,0.15,14.64,6,2
Window,3.69,255.45,1.81,3.21,0.04,1.9,0.08,0.13,12.35,6,2
Window,4.21,255.45,1.81,2.81,0.04,1.9,0.08,0.11,10.83,6,2
Railing,3.11,340.6,3.44,3.81,0.03,1,0,0.11,7.68,6,4
Railing,19.4,340.6,3.44,0.61,0.03,1,0,0.02,1.28,6,5
Railing,19.4,340.6,3.44,0.61,0.03,1,0,0.02,1.28,6,5
Railing,3.69,340.6,3.44,3.21,0.03,1,0,0.1,6.48,6,4
Railing,19.4,340.6,3.44,0.61,0.03,1,0,0.02,1.28,6,5
Railing,19.4,340.6,3.44,0.61,0.03,1,0,0.02,1.28,6,5
Railing,4.21,340.6,3.44,2.81,0.03,1,0,0.08,5.68,6,4
Railing,19.4,340.6,3.44,0.61,0.03,1,0,0.02,1.28,6,5
Railing,19.4,340.6,3.44,0.61,0.03,1,0,0.02,1.28,6,5
BalconyFloor,3.11,16.75,22.93,3.81,0.61,0.15,0,2.33,1.33,6,6
BalconyFloor,3.69,16.75,22.93,3.21,0.61,0.15,0,1.96,1.15,6,6
BalconyFloor,4.21,16.75,22.93,2.81,0.61,0.15,0,1.71,1.03,6,6
BathroomFloor,4.09,4.52,22.93,2.89,2.26,0.15,0.2,6.52,1.54,6,4
BathroomFloor,4.37,5.35,22.93,2.71,1.91,0.15,0.2,5.16,1.38,6,4
Floor,1,1.06,22.93,11.83,9.61,0.15,0,113.68,6.43,22,40
InteriorWall,6.78,89.09,1.05,1.6,0.1,3.47,2.35,0.16,11.78,10,5
InteriorWall,5.54,89.09,1.05,1.96,0.1,3.47,0.2,0.2,14.27,10,5
InteriorWall,3.73,89.09,1.05,2.91,0.1,3.47,2.25,0.29,20.88,10,5
InteriorWall,2.75,89.09,1.05,3.94,0.1,3.47,0.2,0.39,28.07,6,4
InteriorWall,3.23,89.09,1.05,3.36,0.1,3.47,0.2,0.34,24.01,10,5
InteriorWall,15.5,89.09,1.05,0.7,0.1,3.47,2.25,0.07,5.57,6,4
InteriorWall,4.7,89.09,1.05,2.31,0.1,3.47,3.66,0.23,16.7,10,6
InteriorWall,5.05,89.09,1.05,2.15,0.1,3.47,0.2,0.21,15.59,6,5
InteriorWall,5.05,89.09,1.05,2.15,0.1,3.47,0.2,0.21,15.59,6,4
InteriorWall,2.69,89.09,1.05,4.04,0.1,3.47,0.2,0.4,28.76,6,5
ExteriorWall,1.39,44.55,1.05,7.79,0.2,3.47,0,1.56,55.44,10,7
ExteriorWall,1.36,44.55,1.05,7.99,0.2,3.47,0,1.6,56.83,10,7
ExteriorWall,1.09,44.55,1.05,9.93,0.2,3.47,0,1.99,70.3,6,4
ExteriorWall,1.07,44.55,1.05,10.13,0.2,3.47,0,2.03,71.68,18,15
InteriorDoor,11.79,222.73,1.56,0.92,0.04,2.33,3.97,0.04,4.47,6,3
InteriorDoor,11.79,222.73,1.56,0.92,0.04,2.33,2.54,0.04,4.47,6,3
InteriorDoor,11.79,222.73,1.56,0.92,0.04,2.33,1.95,0.04,4.47,6,3
InteriorDoor,11.79,222.73,1.56,0.92,0.04,2.33,2.28,0.04,4.47,6,3
InteriorDoor,11.79,222.73,1.56,0.92,0.04,2.33,1.14,0.04,4.47,6,3
ExteriorDoor,10.74,222.73,1.56,1.01,0.04,2.33,0.08,0.04,4.88,6,3
Window,1.47,222.73,1.75,7.39,0.04,2.07,0.08,0.3,30.76,6,2
Window,3.09,222.73,1.75,3.51,0.04,2.07,0.08,0.14,14.71,6,2
Window,3.73,222.73,1.75,2.91,0.04,2.07,0.08,0.12,12.21,6,2
Window,6.34,222.73,1.75,1.71,0.04,2.07,0.08,0.07,7.23,6,2
Railing,6.34,296.97,3.63,1.71,0.03,1,0,0.05,3.47,6,4
Railing,15.07,296.97,3.63,0.72,0.03,1,0,0.02,1.5,6,4
Railing,15.07,296.97,3.63,0.72,0.03,1,0,0.02,1.5,6,5
Railing,3.09,296.97,3.63,3.51,0.03,1,0,0.11,7.08,6,4
Railing,15.07,296.97,3.63,0.72,0.03,1,0,0.02,1.5,6,5
Railing,15.07,296.97,3.63,0.72,0.03,1,0,0.02,1.5,6,5
Railing,1.47,296.97,3.63,7.39,0.03,1,0,0.22,14.84,6,4
Railing,15.07,296.97,3.63,0.72,0.03,1,0,0.02,1.5,6,5
Railing,15.07,296.97,3.63,0.72,0.03,1,0,0.02,1.5,6,5
BalconyFloor,6.34,12.37,22.69,1.71,0.72,0.16,0,1.23,0.78,6,6
BalconyFloor,3.09,12.37,22.69,3.51,0.72,0.16,0,2.53,1.35,6,6
BalconyFloor,1.47,12.37,22.69,7.39,0.72,0.16,0,5.32,2.59,6,6
BathroomFloor,3.73,4.35,22.69,2.91,2.05,0.16,0.2,5.95,1.59,6,4
Floor,1.07,1.09,22.69,10.13,8.19,0.16,0,82.95,5.86,18,30
InteriorWall,5.37,80.34,1.03,2.05,0.1,3.73,0.2,0.2,16.02,10,5
InteriorWall,5.37,80.34,1.03,2.05,0.1,3.73,0.2,0.2,16.02,10,6
InteriorWall,2.37,80.34,1.03,4.65,0.1,3.73,0.2,0.46,35.41,10,5
InteriorWall,1.82,80.34,1.03,6.04,0.1,3.73,0.2,0.6,45.82,6,3
InteriorWall,3.15,80.34,1.03,3.49,0.1,3.73,0.2,0.35,26.76,6,4
ExteriorWall,1.04,40.17,1.03,10.61,0.2,3.73,0,2.12,80.64,14,10
ExteriorWall,1,40.17,1.03,11.01,0.2,3.73,0,2.2,83.62,10,8
ExteriorWall,1.57,40.17,1.03,6.99,0.2,3.73,0,1.4,53.67,6,5
ExteriorWall,1.57,40.17,1.03,6.99,0.2,3.73,0,1.4,53.67,6,4
InteriorDoor,11.97,200.85,1.91,0.92,0.04,2.01,3.04,0.04,3.86,6,3
InteriorDoor,11.97,200.85,1.91,0.92,0.04,2.01,1.14,0.04,3.86,6,3
InteriorDoor,11.97,200.85,1.91,0.92,0.04,2.01,0.34,0.04,3.86,6,3
ExteriorDoor,10.9,200.85,1.91,1.01,0.04,2.01,0.08,0.04,4.21,6,3
Window,1.65,200.85,1.2,6.67,0.04,3.19,0.08,0.27,42.82,6,2
Window,3.74,200.85,1.2,2.94,0.04,3.19,0.08,0.12,18.99,6,2
Railing,3.74,267.8,3.84,2.94,0.03,1,0,0.09,5.93,6,4
Railing,13.11,267.8,3.84,0.84,0.03,1,0,0.03,1.74,6,5
Railing,13.11,267.8,3.84,0.84,0.03,1,0,0.03,1.74,6,5
BalconyFloor,3.74,9.56,34.91,2.94,0.84,0.11,0,2.47,0.83,6,6
BathroomFloor,3.25,3.92,34.91,3.39,2.05,0.11,0.2,6.94,1.2,6,5
Floor,1,1.12,34.91,11.01,7.19,0.11,0,79.2,4,18,18
InteriorWall,15.77,69.87,1.04,0.9,0.1,3.08,1.87,0.09,6.16,6,4
InteriorWall,4.59,69.87,1.04,3.09,0.1,3.08,0.2,0.31,19.66,6,4
InteriorWall,4.59,69.87,1.04,3.09,0.1,3.08,0.2,0.31,19.66,6,5
InteriorWall,8.5,69.87,1.04,1.67,0.1,3.08,0.2,0.17,10.92,6,4
InteriorWall,5.79,69.87,1.04,2.45,0.1,3.08,0.2,0.25,15.71,10,5
InteriorWall,27.82,69.87,1.04,0.51,0.1,3.08,1.87,0.05,3.73,6,5
InteriorWall,14.19,69.87,1.04,1,0.1,3.08,2.28,0.1,6.78,10,5
InteriorWall,4.19,69.87,1.04,3.39,0.1,3.08,0.2,0.34,21.53,10,6
InteriorWall,2.27,69.87,1.04,6.25,0.1,3.08,0.2,0.63,39.12,14,9
InteriorWall,5.46,69.87,1.04,2.6,0.1,3.08,1.87,0.26,16.63,12,7
InteriorWall,6.82,69.87,1.04,2.08,0.1,3.08,0.2,0.21,13.42,10,7
ExteriorWall,17.74,34.94,1.04,0.8,0.2,3.08,0,0.16,6.16,10,5
ExteriorWall,1.22,34.94,1.04,11.6,0.2,3.08,0,2.32,72.69,6,6
ExteriorWall,1.34,34.94,1.04,10.6,0.2,3.08,0,2.12,66.53,6,7
ExteriorWall,2.03,34.94,1.04,6.99,0.2,3.08,0,1.4,44.27,18,9
ExteriorWall,4.38,34.94,1.04,3.24,0.2,3.08,0,0.65,21.18,10,8
ExteriorWall,3.59,34.94,1.04,3.95,0.2,3.08,0,0.79,25.55,10,5
InteriorDoor,15.42,174.68,1.37,0.92,0.04,2.34,3.32,0.04,4.49,6,3
InteriorDoor,15.42,174.68,1.37,0.92,0.04,2.34,2.74,0.04,4.49,6,3
InteriorDoor,15.42,174.68,1.37,0.92,0.04,2.34,2.58,0.04,4.49,6,3
InteriorDoor,19.71,174.68,1.37,0.72,0.04,2.34,2.31,0.03,3.56,6,3
InteriorDoor,15.42,174.68,1.37,0.92,0.04,2.34,1.64,0.04,4.49,6,3
InteriorDoor,15.42,174.68,1.37,0.92,0.04,2.34,1.9,0.04,4.49,6,4
InteriorDoor,15.42,174.68,1.37,0.92,0.04,2.34,1.9,0.04,4.49,6,3
ExteriorDoor,14.05,174.68,1.37,1.01,0.04,2.34,0.08,0.04,4.9,6,3
Window,4.5,174.68,1.86,3.15,0.04,1.73,0.08,0.13,11.03,6,2
Window,35.48,174.68,1.86,0.4,0.04,1.73,0.08,0.02,1.52,6,2
Window,5.82,174.68,1.86,2.44,0.04,1.73,0.08,0.1,8.58,6,2
Window,5.38,174.68,1.86,2.64,0.04,1.73,0.09,0.11,9.28,6,2
Window,8.71,174.68,1.86,1.63,0.04,1.73,0.09,0.07,5.77,6,2
Railing,13.14,232.9,3.21,1.08,0.03,1,0,0.03,2.22,6,4
Railing,35.48,232.9,3.21,0.4,0.03,1,0,0.01,0.86,6,4
Railing,13.14,232.9,3.21,1.08,0.03,1,0,0.03,2.22,6,4
Railing,8.71,232.9,3.21,1.63,0.03,1,0,0.05,3.32,6,4
Railing,13.14,232.9,3.21,1.08,0.03,1,0,0.03,2.22,6,4
Railing,13.14,232.9,3.21,1.08,0.03,1,0,0.03,2.22,6,4
Railing,5.38,232.9,3.21,2.64,0.03,1,0,0.08,5.34,6,4
Railing,13.14,232.9,3.21,1.08,0.03,1,0,0.03,2.22,6,4
Railing,13.14,232.9,3.21,1.08,0.03,1,0,0.03,2.22,6,4
Railing,5.82,232.9,3.21,2.44,0.03,1,0,0.07,4.94,6,4
Railing,13.14,232.9,3.21,1.08,0.03,1,0,0.03,2.22,6,5
Railing,13.14,232.9,3.21,1.08,0.03,1,0,0.03,2.22,6,5
BalconyFloor,8.71,6.47,24.69,1.63,1.08,0.13,0,1.76,0.7,6,5
BalconyFloor,5.38,6.47,24.69,2.64,1.08,0.13,0,2.85,0.97,6,5
BalconyFloor,13.14,17.47,24.69,1.08,0.4,0.13,0,0.43,0.38,6,5
BalconyFloor,5.82,6.47,24.69,2.44,1.08,0.13,0,2.63,0.91,6,6
BathroomFloor,4.59,3.88,24.69,3.09,1.8,0.13,0.2,5.57,1.27,6,4
Floor,1.18,1,24.69,12,6.99,0.13,0,83.84,4.94,20,39
InteriorWall,13.42,83.43,2.55,0.9,0.1,1.3,2.36,0.09,2.59,6,4
InteriorWall,6.71,83.43,1.04,1.8,0.1,3.19,1.35,0.18,12.1,10,5
InteriorWall,6.36,83.43,1.04,1.9,0.1,3.19,1.35,0.19,12.73,8,6
InteriorWall,13.42,83.43,1.04,0.9,0.1,3.19,0.95,0.09,6.37,6,4
InteriorWall,5.75,83.43,1.04,2.1,0.1,3.19,3.24,0.21,14.01,13,5
InteriorWall,11.5,83.43,1.04,1.05,0.1,3.19,0.2,0.1,7.32,6,5
InteriorWall,5.34,83.43,1.04,2.26,0.1,3.19,0.2,0.23,15.07,9,6
InteriorWall,5.34,83.43,1.04,2.26,0.1,3.19,0.2,0.23,15.07,6,6
InteriorWall,4.47,83.43,1.04,2.7,0.1,3.19,2.36,0.27,17.83,10,6
