ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProximityDistance,TopArea,SidesArea,NumberOfFaces,ClashCount
Railing,3.68,368.27,3.39,3.27,0.03,1,0,0.1,6.61,6,4
Railing,8.35,368.27,3.39,1.44,0.03,1,0,0.04,2.94,6,4
Railing,8.35,368.27,3.39,1.44,0.03,1,0,0.04,2.94,6,4
BalconyFloor,3.68,7.67,14.74,3.27,1.44,0.23,0,4.71,2.17,6,5
BathroomFloor,4.16,4.8,14.74,2.89,2.3,0.23,0.2,6.63,2.39,6,4
BathroomFloor,4.37,5.78,14.74,2.75,1.91,0.23,0.2,5.25,2.14,6,4
Floor,1,1.15,14.74,12.03,9.61,0.23,0,115.54,9.95,22,32
InteriorWall,7.74,121.16,1.07,1.57,0.1,3.27,2.01,0.16,10.9,6,4
InteriorWall,9.57,121.16,1.07,1.27,0.1,3.27,2.13,0.13,8.97,10,5
InteriorWall,3.49,121.16,1.07,3.48,0.1,3.27,0.2,0.35,23.39,6,4
InteriorWall,3.49,121.16,1.07,3.48,0.1,3.27,0.2,0.35,23.39,6,4
InteriorWall,6.72,121.16,1.07,1.81,0.1,3.27,0.2,0.18,12.49,10,5
InteriorWall,6.36,121.16,1.07,1.91,0.1,3.27,0.2,0.19,13.15,10,5
InteriorWall,6.36,121.16,1.07,1.91,0.1,3.27,0.2,0.19,13.15,6,4
InteriorWall,27.63,121.16,1.07,0.44,0.1,3.27,1.19,0.04,3.53,6,4
InteriorWall,3.02,121.16,1.07,4.02,0.1,3.27,1.53,0.4,26.93,6,4
InteriorWall,1.77,121.16,1.07,6.86,0.1,3.27,2.01,0.69,45.53,14,8
InteriorWall,3.49,121.16,1.07,3.48,0.1,3.27,0.2,0.35,23.39,6,6
ExteriorWall,2.53,60.58,1.07,4.8,0.2,3.27,0,0.96,32.69,10,8
ExteriorWall,1.03,60.58,1.07,11.76,0.2,3.27,0,2.35,78.19,14,10
ExteriorWall,2.21,60.58,1.07,5.49,0.2,3.27,0,1.1,37.2,10,5
ExteriorWall,1.14,60.58,1.07,10.69,0.2,3.27,0,2.14,71.19,10,8
ExteriorWall,4.77,60.58,1.07,2.55,0.2,3.27,0,0.51,18,10,9
ExteriorWall,1.27,60.58,1.07,9.6,0.2,3.27,0,1.92,64.12,10,8
InteriorDoor,13.21,302.9,1.54,0.92,0.04,2.27,3.17,0.04,4.36,6,3
InteriorDoor,13.21,302.9,1.54,0.92,0.04,2.27,3.66,0.04,4.36,6,3
InteriorDoor,13.21,302.9,1.54,0.92,0.04,2.27,2.2,0.04,4.36,6,3
InteriorDoor,13.21,302.9,1.54,0.92,0.04,2.27,1.01,0.04,4.36,6,3
InteriorDoor,13.21,302.9,1.54,0.92,0.04,2.27,1.01,0.04,4.36,6,3
ExteriorDoor,12.04,302.9,1.54,1.01,0.04,2.27,0.08,0.04,4.76,6,3
Window,2.76,302.9,1.15,4.4,0.04,3.05,0.08,0.18,27.07,6,2
Window,2.11,302.9,1.15,5.77,0.04,3.05,0.09,0.23,35.44,6,2
Window,4.62,302.9,1.15,2.63,0.04,3.05,0.08,0.11,16.31,6,2
Window,2.49,302.9,1.15,4.89,0.04,3.05,0.08,0.2,30.06,6,2
Window,6.95,302.9,1.15,1.75,0.04,3.05,0.09,0.07,10.93,6,2
Window,6.23,302.9,1.15,1.95,0.04,3.05,0.08,0.08,12.13,6,2
Railing,2.11,403.87,3.5,5.77,0.03,1,0,0.17,11.6,6,4
Railing,17.37,403.87,3.5,0.7,0.03,1,0,0.02,1.46,6,5
Railing,17.37,403.87,3.5,0.7,0.03,1,0,0.02,1.46,6,5
Railing,2.76,403.87,3.5,4.4,0.03,1,0,0.13,8.86,6,6
Railing,17.37,403.87,3.5,0.7,0.03,1,0,0.02,1.46,6,5
Railing,17.37,403.87,3.5,0.7,0.03,1,0.5,0.02,1.46,6,7
Railing,6.23,403.87,3.5,1.95,0.03,1,0,0.06,3.96,6,4
Railing,17.37,403.87,3.5,0.7,0.03,1,0,0.02,1.46,6,4
Railing,17.37,403.87,3.5,0.7,0.03,1,0,0.02,1.46,6,4
Railing,6.95,403.87,3.5,1.75,0.03,1,0,0.05,3.56,6,6
Railing,17.37,403.87,3.5,0.7,0.03,1,0,0.02,1.46,6,5
Railing,17.37,403.87,3.5,0.7,0.03,1,0.5,0.02,1.46,6,7
Railing,4.62,403.87,3.5,2.63,0.03,1,0,0.08,5.33,6,4
Railing,17.37,403.87,3.5,0.7,0.03,1,0,0.02,1.46,6,4
Railing,17.37,403.87,3.5,0.7,0.03,1,0,0.02,1.46,6,4
BalconyFloor,2.11,17.31,15.22,5.77,0.7,0.23,0,4.04,2.98,6,6
BalconyFloor,6.95,17.31,15.22,1.75,0.7,0.23,0,1.23,1.13,6,9
BalconyFloor,2.76,17.31,15.22,4.4,0.7,0.23,0,3.08,2.35,6,9
BalconyFloor,6.23,17.31,15.22,1.95,0.7,0.23,0,1.36,1.22,6,5
BalconyFloor,4.62,17.31,15.22,2.63,0.7,0.23,0,1.84,1.53,6,5
BathroomFloor,3.49,4.95,15.22,3.48,2.45,0.23,0.2,8.51,2.73,6,4
Floor,1,1.13,15.22,12.16,10.69,0.23,0,129.9,10.51,20,40
InteriorWall,15.15,117.55,1.08,0.94,0.1,3.23,2.54,0.09,6.7,6,4
InteriorWall,9.13,117.55,1.08,1.56,0.1,3.23,2.33,0.16,10.72,6,5
InteriorWall,7.02,117.55,1.08,2.03,0.1,3.23,0.2,0.2,13.75,6,5
InteriorWall,7.02,117.55,1.08,2.03,0.1,3.23,0.2,0.2,13.75,10,5
InteriorWall,19.51,117.55,1.08,0.73,0.1,3.23,3.89,0.07,5.35,6,4
InteriorWall,2.83,117.55,1.08,5.04,0.1,3.23,0.2,0.5,33.18,6,3
InteriorWall,27.39,117.55,1.08,0.52,0.1,3.23,2.44,0.05,3.99,6,4
InteriorWall,8.58,117.55,1.08,1.66,0.1,3.23,2.33,0.17,11.37,10,5
InteriorWall,6.25,117.55,1.08,2.28,0.1,3.23,3.89,0.23,15.37,10,6
InteriorWall,2.89,117.55,1.08,4.93,0.1,3.23,0.2,0.49,32.49,18,9
InteriorWall,12.61,117.55,1.08,1.13,0.1,3.23,2.23,0.11,7.98,6,7
InteriorWall,3.76,117.55,1.08,3.79,0.1,3.23,0.2,0.38,25.12,6,4
InteriorWall,2.27,117.55,1.08,6.28,0.1,3.23,0.2,0.63,41.2,10,7
InteriorWall,3.72,117.55,1.08,3.83,0.1,3.23,3.25,0.38,25.4,10,5
InteriorWall,4.83,117.55,1.08,2.95,0.1,3.23,0.2,0.3,19.73,6,4
ExteriorWall,1.43,58.78,1.08,9.97,0.2,3.23,0,1.99,65.67,10,8
ExteriorWall,1.43,58.78,1.08,9.97,0.2,3.23,0,1.99,65.67,6,4
ExteriorWall,1.11,58.78,1.08,12.82,0.2,3.23,0,2.56,84.14,18,15
ExteriorWall,1.11,58.78,1.08,12.82,0.2,3.23,0,2.56,84.14,10,10
InteriorDoor,15.48,293.88,1.51,0.92,0.04,2.32,4.3,0.04,4.45,6,3
InteriorDoor,15.48,293.88,1.51,0.92,0.04,2.32,4,0.04,4.45,6,3
InteriorDoor,15.48,293.88,1.51,0.92,0.04,2.32,3.92,0.04,4.45,6,3
InteriorDoor,15.48,293.88,1.51,0.92,0.04,2.32,3.18,0.04,4.45,6,3
InteriorDoor,15.48,293.88,1.51,0.92,0.04,2.32,2.75,0.04,4.45,6,3
InteriorDoor,19.78,293.88,1.51,0.72,0.04,2.32,2.64,0.03,3.53,6,3
InteriorDoor,15.48,293.88,1.51,0.92,0.04,2.32,1.3,0.04,4.45,6,3
InteriorDoor,15.48,293.88,1.51,0.92,0.04,2.32,1.2,0.04,4.45,6,3
ExteriorDoor,14.1,293.88,1.51,1.01,0.04,2.32,0.08,0.04,4.86,6,3
Window,2.85,293.88,1.25,4.99,0.04,2.81,0.08,0.2,28.26,6,2
Window,1.49,293.88,1.25,9.57,0.04,2.81,0.09,0.38,53.98,6,2
Window,4.57,293.88,1.25,3.12,0.04,2.81,0.08,0.13,17.79,6,2
Window,5.26,293.88,1.25,2.71,0.04,2.81,0.08,0.11,15.46,6,2
Railing,4.57,391.83,3.5,3.12,0.03,1,0,0.09,6.31,6,4
Railing,10.25,391.83,3.5,1.39,0.03,1,0,0.04,2.84,6,5
Railing,10.25,391.83,3.5,1.39,0.03,1,0,0.04,2.84,6,5
Railing,2.85,391.83,3.5,4.99,0.03,1,0,0.15,10.04,6,4
Railing,10.25,391.83,3.5,1.39,0.03,1,0,0.04,2.84,6,4
Railing,10.25,391.83,3.5,1.39,0.03,1,0,0.04,2.84,6,5
Railing,1.49,391.83,3.5,9.57,0.03,1,0,0.29,19.19,6,4
Railing,10.25,391.83,3.5,1.39,0.03,1,0,0.04,2.84,6,5
Railing,10.25,391.83,3.5,1.39,0.03,1,0,0.04,2.84,6,5
BalconyFloor,4.55,8.46,12.96,3.13,1.39,0.27,0,4.34,2.44,6,6
BalconyFloor,2.85,8.46,12.96,4.99,1.39,0.27,0,6.93,3.44,6,6
BalconyFloor,1.49,8.46,12.96,9.57,1.39,0.27,0,13.3,5.92,6,6
BathroomFloor,3.86,5.68,12.96,3.69,2.07,0.27,0.2,7.65,3.11,6,6
Floor,1.11,1.13,12.96,12.82,10.37,0.27,0,132.92,12.52,18,38
InteriorWall,9.03,95.96,1.05,1.29,0.1,3.7,2.04,0.13,10.32,10,5
InteriorWall,38.83,95.96,1.05,0.3,0.1,3.7,1.28,0.03,2.95,6,4
InteriorWall,58.25,95.96,1.05,0.2,0.1,3.7,1.28,0.02,2.21,6,4
InteriorWall,10.31,95.96,1.05,1.13,0.1,3.7,2.41,0.11,9.12,10,5
InteriorWall,7.82,95.96,1.05,1.49,0.1,3.7,1.28,0.15,11.79,6,4
InteriorWall,2.44,95.96,1.05,4.78,0.1,3.7,0.2,0.48,36.13,6,4
InteriorWall,6.7,95.96,1.05,1.74,0.1,3.7,0.2,0.17,13.63,6,5
InteriorWall,11.31,95.96,1.05,1.03,0.1,3.7,1.28,0.1,8.35,9,5
InteriorWall,5.27,95.96,1.05,2.21,0.1,3.7,0.2,0.22,17.1,14,7
InteriorWall,2.44,95.96,1.05,4.78,0.1,3.7,2.31,0.48,36.1,14,9
InteriorWall,5.52,95.96,1.05,2.11,0.1,3.7,0.2,0.21,16.36,6,5
InteriorWall,9.87,95.96,1.05,1.18,0.1,3.7,0.2,0.12,9.49,6,5
InteriorWall,5.27,95.96,1.05,2.21,0.1,3.7,0.2,0.22,17.1,6,4
InteriorWall,4.87,95.96,1.05,2.39,0.1,3.7,3.44,0.24,18.42,10,6
InteriorWall,3.39,95.96,1.05,3.44,0.1,3.7,0.2,0.34,26.23,10,6
InteriorWall,2.39,95.96,1.05,4.88,0.1,3.7,0.2,0.49,36.87,6,5
ExteriorWall,1.04,47.98,1.05,11.25,0.2,3.7,0,2.25,84.73,10,11
ExteriorWall,1.02,47.98,1.05,11.45,0.2,3.7,0,2.29,86.21,18,18
ExteriorWall,1.38,47.98,1.05,8.43,0.2,3.7,0,1.69,63.83,6,6
ExteriorWall,1.35,47.98,1.05,8.63,0.2,3.7,0,1.73,65.31,6,4
InteriorDoor,12.66,239.9,1.77,0.92,0.04,2.19,3.52,0.04,4.2,6,3
InteriorDoor,12.66,239.9,1.77,0.92,0.04,2.19,2.52,0.04,4.2,6,3
InteriorDoor,12.66,239.9,1.77,0.92,0.04,2.19,2.33,0.04,4.2,6,3
InteriorDoor,12.66,239.9,1.77,0.92,0.04,2.19,2.34,0.04,4.2,6,3
InteriorDoor,12.66,239.9,1.77,0.92,0.04,2.19,2.34,0.04,4.2,6,3
InteriorDoor,16.18,239.9,1.77,0.72,0.04,2.19,1.49,0.03,3.33,6,3
InteriorDoor,12.66,239.9,1.77,0.92,0.04,2.19,1.28,0.04,4.2,6,3
InteriorDoor,12.66,239.9,1.77,0.92,0.04,2.19,0.26,0.04,4.2,6,3
ExteriorDoor,11.53,239.9,1.77,1.01,0.04,2.19,0.08,0.04,4.59,6,3
Window,2.25,239.9,1.22,5.18,0.04,3.17,0.08,0.21,33.06,6,2
Window,4.33,239.9,1.22,2.69,0.04,3.17,0.08,0.11,17.28,6,2
Window,6.51,239.9,1.22,1.79,0.04,3.17,0.08,0.07,11.6,6,2
Railing,2.25,319.87,3.87,5.18,0.03,1,0,0.16,10.41,6,4
Railing,12.01,319.87,3.87,0.97,0.03,1,0,0.03,2,6,4
Railing,12.01,319.87,3.87,0.97,0.03,1,0,0.03,2,6,5
Railing,4.33,319.87,3.87,2.69,0.03,1,0,0.08,5.43,6,4
Railing,12.01,319.87,3.87,0.97,0.03,1,0,0.03,2,6,5
Railing,12.01,319.87,3.87,0.97,0.03,1,0,0.03,2,6,5
Railing,6.51,319.87,3.87,1.79,0.03,1,0,0.05,3.64,6,4
Railing,12.01,319.87,3.87,0.97,0.03,1,0,0.03,2,6,5
Railing,12.01,319.87,3.87,0.97,0.03,1,0,0.03,2,6,5
BalconyFloor,2.25,9.89,22.76,5.18,0.97,0.17,0,5.02,2.09,6,6
BalconyFloor,4.33,9.89,22.76,2.69,0.97,0.17,0,2.61,1.24,6,6
BalconyFloor,6.51,9.89,22.76,1.79,0.97,0.17,0,1.74,0.94,6,6
BathroomFloor,3.49,5.51,22.76,3.34,1.74,0.17,0.2,5.83,1.73,6,5
Floor,1,1.11,22.76,11.65,8.63,0.17,0,100.49,6.89,18,39
InteriorWall,7.06,87.42,1.03,2.02,0.1,3.26,0.2,0.2,13.84,6,4
InteriorWall,7.03,87.42,1.03,2.03,0.1,3.26,0.2,0.2,13.88,6,5
InteriorWall,14.41,87.42,1.03,0.99,0.1,3.26,2.22,0.1,7.11,6,4
InteriorWall,6.73,87.42,1.03,2.12,0.1,3.26,0.2,0.21,14.49,10,5
InteriorWall,5.99,87.42,1.03,2.38,0.1,3.26,2.22,0.24,16.14,10,6
InteriorWall,29.12,87.42,1.03,0.49,0.1,3.26,2.22,0.05,3.87,6,5
InteriorWall,23.78,87.42,1.03,0.6,0.1,3.26,2.22,0.06,4.53,6,3
InteriorWall,16.03,87.42,1.03,0.89,0.1,3.26,3.67,0.09,6.46,6,4
InteriorWall,5.75,87.42,1.03,2.48,0.1,3.26,3.67,0.25,16.8,10,5
InteriorWall,5.55,87.42,1.03,2.57,0.1,3.26,3.67,0.26,17.43,10,5
InteriorWall,18.06,87.42,1.03,0.79,0.1,3.26,2.22,0.08,5.83,6,3
InteriorWall,3.77,87.42,1.03,3.78,0.1,3.26,0.2,0.38,25.28,10,5
InteriorWall,6.73,87.42,1.03,2.12,0.1,3.26,0.2,0.21,14.49,6,5
InteriorWall,6.73,87.42,1.03,2.12,0.1,3.26,0.2,0.21,14.49,6,6
InteriorWall,3.68,87.42,1.03,3.88,0.1,3.26,0.2,0.39,25.96,6,4
InteriorWall,3.68,87.42,1.03,3.88,0.1,3.26,0.2,0.39,25.96,6,5
InteriorWall,3.68,87.42,1.03,3.88,0.1,3.26,0.2,0.39,25.96,6,4
InteriorWall,9.2,87.42,1.03,1.55,0.1,3.26,2.22,0.15,10.75,10,8
ExteriorWall,1.03,43.71,1.03,13.87,0.2,3.26,0,2.77,91.72,22,11
ExteriorWall,1,43.71,1.03,14.27,0.2,3.26,0,2.85,94.32,10,10
ExteriorWall,1.89,43.71,1.03,7.55,0.2,3.26,0,1.51,50.54,6,6
ExteriorWall,1.89,43.71,1.03,7.55,0.2,3.26,0,1.51,50.54,6,4
InteriorDoor,15.51,218.55,1.49,0.92,0.04,2.26,3.7,0.04,4.34,6,3
InteriorDoor,15.51,218.55,1.49,0.92,0.04,2.26,3.7,0.04,4.34,6,3
InteriorDoor,15.51,218.55,1.49,0.92,0.04,2.26,2.43,0.04,4.34,6,3
InteriorDoor,15.51,218.55,1.49,0.92,0.04,2.26,2.25,0.04,4.34,6,3
InteriorDoor,15.51,218.55,1.49,0.92,0.04,2.26,1.71,0.04,4.34,6,3
InteriorDoor,15.51,218.55,1.49,0.92,0.04,2.26,0.88,0.04,4.34,6,3
ExteriorDoor,14.13,218.55,1.49,1.01,0.04,2.26,0.08,0.04,4.74,6,3
Window,3.9,218.55,1.45,3.66,0.04,2.31,0.08,0.15,17.09,6,2
Window,4.8,218.55,1.45,2.97,0.04,2.31,0.08,0.12,13.89,6,2
Window,4.8,218.55,1.45,2.97,0.04,2.31,0.08,0.12,13.89,6,2
Window,6.89,218.55,1.45,2.07,0.04,2.31,0.08,0.08,9.77,6,2
Railing,3.9,291.4,3.36,3.66,0.03,1,0,0.11,7.38,6,4
Railing,14.41,291.4,3.36,0.99,0.03,1,0,0.03,2.04,6,4
Railing,14.41,291.4,3.36,0.99,0.03,1,0,0.03,2.04,6,4
Railing,6.89,291.4,3.36,2.07,0.03,1,0,0.06,4.21,6,4
Railing,14.41,291.4,3.36,0.99,0.03,1,0,0.03,2.04,6,4
Railing,14.41,291.4,3.36,0.99,0.03,1,0,0.03,2.04,6,4
BalconyFloor,3.9,8.83,33.6,3.66,0.99,0.1,0,3.62,0.93,6,5
BalconyFloor,6.89,8.83,33.6,2.07,0.99,0.1,0,2.05,0.61,6,5
BathroomFloor,3.88,4.31,33.6,3.68,2.03,0.1,0.2,7.46,1.14,6,4
BathroomFloor,4.8,4.33,33.6,2.97,2.02,0.1,0.2,6.01,1,6,6
Floor,1,1.13,33.6,14.27,7.75,0.1,0,110.6,4.4,22,38
InteriorWall,5.78,96,1.07,2.67,0.1,3.43,0.2,0.27,19,6,4
InteriorWall,5.78,96,1.07,2.67,0.1,3.43,0.2,0.27,19,6,4
InteriorWall,6.43,96,1.07,2.4,0.1,3.43,0.2,0.24,17.15,6,3
InteriorWall,6.54,96,1.07,2.36,0.1,3.43,0.2,0.24,16.86,6,5
InteriorWall,3.04,96,1.07,5.07,0.1,3.43,0.2,0.51,35.48,6,4
InteriorWall,3.04,96,1.07,5.07,0.1,3.43,0.2,0.51,35.48,6,4
InteriorWall,4.78,96,1.07,3.23,0.1,3.43,2.87,0.32,22.87,10,7
InteriorWall,5.57,96,1.07,2.77,0.1,3.43,0.2,0.28,19.69,10,5
InteriorWall,4.09,96,1.07,3.77,0.1,3.43,0.2,0.38,26.56,10,7
InteriorWall,2.29,96,1.07,6.74,0.1,3.43,0.2,0.67,46.94,10,6
InteriorWall,2.76,96,1.07,5.59,0.1,3.43,3.97,0.56,39.01,14,7
ExteriorWall,1.12,48,1.07,13.81,0.2,3.43,0,2.76,96.14,22,11
ExteriorWall,1.09,48,1.07,14.21,0.2,3.43,0,2.84,98.88,10,9
ExteriorWall,1.64,48,1.07,9.4,0.2,3.43,0,1.88,65.86,6,6
ExteriorWall,1.64,48,1.07,9.4,0.2,3.43,0,1.88,65.86,10,8
InteriorDoor,16.78,240,1.59,0.92,0.04,2.3,4.26,0.04,4.42,6,3
InteriorDoor,16.78,240,1.59,0.92,0.04,2.3,4.26,0.04,4.42,6,3
InteriorDoor,16.78,240,1.59,0.92,0.04,2.3,3.09,0.04,4.42,6,3
InteriorDoor,16.78,240,1.59,0.92,0.04,2.3,2.9,0.04,4.42,6,3
InteriorDoor,16.78,240,1.59,0.92,0.04,2.3,2.59,0.04,4.42,6,3
InteriorDoor,16.78,240,1.59,0.92,0.04,2.3,1.73,0.04,4.42,6,3
ExteriorDoor,15.28,240,1.59,1.01,0.04,2.3,0.08,0.04,4.82,6,3
Window,3.85,240,2.14,4.01,0.04,1.71,0.08,0.16,13.84,6,2
Window,1.75,240,2.14,8.8,0.04,1.71,0.08,0.35,30.23,6,2
Window,4.79,240,2.14,3.22,0.04,1.71,0.08,0.13,11.16,6,2
Window,6.89,240,2.14,2.24,0.04,1.71,0.08,0.09,7.8,6,2
Window,7.21,240,2.14,2.14,0.04,1.71,0.08,0.09,7.47,6,2
Railing,1.75,320,3.66,8.8,0.03,1,0,0.26,17.66,6,4
Railing,12.65,320,3.66,1.22,0.03,1,0,0.04,2.5,6,5
Railing,12.65,320,3.66,1.22,0.03,1,0,0.04,2.5,6,5
BalconyFloor,1.75,7.87,15.91,8.8,1.22,0.23,0,10.74,4.61,6,6
BathroomFloor,4.21,4.07,15.91,3.67,2.36,0.23,0.2,8.65,2.77,6,4
BathroomFloor,5.78,5.16,15.91,2.67,1.86,0.23,0.2,4.97,2.08,6,3
Floor,1.09,1,15.91,14.21,9.6,0.23,0,136.45,10.95,22,28
InteriorWall,6.21,97.6,1.08,1.83,0.1,3.72,1.57,0.18,14.35,10,5
InteriorWall,12.63,97.6,1.08,0.9,0.1,3.72,0.2,0.09,7.44,10,5
InteriorWall,9.8,97.6,1.08,1.16,0.1,3.72,1.2,0.12,9.37,6,4
InteriorWall,2.43,97.6,1.08,4.68,0.1,3.72,0.2,0.47,35.56,6,4
InteriorWall,8.95,97.6,1.08,1.27,0.1,3.72,0.2,0.13,10.21,6,4
InteriorWall,8.95,97.6,1.08,1.27,0.1,3.72,0.2,0.13,10.21,6,4
InteriorWall,4.66,97.6,1.08,2.44,0.1,3.72,3.5,0.24,18.88,10,6
InteriorWall,11.37,97.6,1.08,1,0.1,3.72,0.2,0.1,8.18,6,5
InteriorWall,22.29,97.6,1.08,0.51,0.1,3.72,1.1,0.05,4.52,6,6
InteriorWall,3.85,97.6,1.08,2.95,0.1,3.72,2.36,0.29,22.65,10,5
InteriorWall,3.13,97.6,1.08,3.63,0.1,3.72,0.2,0.36,27.75,10,7
InteriorWall,2.38,97.6,1.08,4.78,0.1,3.72,0.2,0.48,36.31,6,5
InteriorWall,3.05,97.6,1.08,3.73,0.1,3.72,0.2,0.37,28.5,14,8
ExteriorWall,1.04,48.8,1.08,10.97,0.2,3.72,0,2.19,83.1,10,10
ExteriorWall,1.02,48.8,1.08,11.17,0.2,3.72,0,2.23,84.59,18,15
ExteriorWall,1.29,48.8,1.08,8.81,0.2,3.72,0,1.76,67.03,6,4
ExteriorWall,1.32,48.8,1.08,8.61,0.2,3.72,0,1.72,65.55,6,6
InteriorDoor,12.36,244,1.7,0.92,0.04,2.36,3.7,0.04,4.53,6,3
InteriorDoor,12.36,244,1.7,0.92,0.04,2.36,2.68,0.04,4.53,6,3
InteriorDoor,12.36,244,1.7,0.92,0.04,2.36,2.28,0.04,4.53,6,3
InteriorDoor,12.36,244,1.7,0.92,0.04,2.36,2.39,0.04,4.53,6,3
InteriorDoor,12.36,244,1.7,0.92,0.04,2.36,1.5,0.04,4.53,6,3
InteriorDoor,12.36,244,1.7,0.92,0.04,2.36,0.37,0.04,4.53,6,3
InteriorDoor,15.79,244,1.7,0.72,0.04,2.36,0.26,0.03,3.59,6,3
ExteriorDoor,11.26,244,1.7,1.01,0.04,2.36,0.08,0.04,4.95,6,3
Window,2.38,244,1.28,4.78,0.04,3.13,0.08,0.19,30.19,6,2
Window,4.13,244,1.28,2.75,0.04,3.13,0.08,0.11,17.47,6,2
Window,6.18,244,1.28,1.84,0.04,3.13,0.08,0.07,11.75,6,2
Railing,6.18,325.33,4.02,1.84,0.03,1,0,0.06,3.73,6,4
Railing,11.97,325.33,4.02,0.95,0.03,1,0,0.03,1.96,6,5
Railing,11.97,325.33,4.02,0.95,0.03,1,0,0.03,1.96,6,4
Railing,2.38,325.33,4.02,4.78,0.03,1,0,0.14,9.62,6,4
Railing,11.97,325.33,4.02,0.95,0.03,1,0,0.03,1.96,6,4
Railing,11.97,325.33,4.02,0.95,0.03,1,0,0.03,1.96,6,5
BalconyFloor,6.18,10.27,13.4,1.84,0.95,0.3,0,1.75,1.67,6,5
BalconyFloor,2.38,10.27,13.4,4.78,0.95,0.3,0,4.54,3.44,6,6
BathroomFloor,3.99,4.52,13.4,2.85,2.16,0.3,0.2,6.15,3,8,6
Floor,1,1.11,13.4,11.37,8.81,0.3,0,100.17,12.11,20,30
InteriorWall,7.15,114.66,1.04,1.81,0.1,3.34,0.2,0.18,12.76,6,4
InteriorWall,7.15,114.66,1.04,1.81,0.1,3.34,0.2,0.18,12.76,10,5
InteriorWall,4.12,114.66,1.04,3.14,0.1,3.34,1.16,0.31,21.62,6,3
InteriorWall,16.58,114.66,1.04,0.78,0.1,3.34,0.56,0.08,5.89,6,4
InteriorWall,3.72,114.66,1.04,3.48,0.1,3.34,0.2,0.35,23.89,6,4
InteriorWall,7.15,114.66,1.04,1.81,0.1,3.34,0.2,0.18,12.76,10,5
InteriorWall,7.31,114.66,1.04,1.77,0.1,3.34,2.01,0.18,12.46,6,4
InteriorWall,29.4,114.66,1.04,0.44,0.1,3.34,0.21,0.04,3.61,6,4
InteriorWall,2.61,114.66,1.04,4.95,0.1,3.34,0.2,0.49,33.72,10,7
InteriorWall,1.94,114.66,1.04,6.66,0.1,3.34,2.11,0.67,45.17,14,8
InteriorWall,3.61,114.66,1.04,3.58,0.1,3.34,0.2,0.36,24.56,6,6
ExteriorWall,1.1,57.33,1.04,11.76,0.2,3.34,0,2.35,79.87,14,15
ExteriorWall,2.59,57.33,1.04,5,0.2,3.34,0,1,34.72,10,9
ExteriorWall,2.36,57.33,1.04,5.49,0.2,3.34,0,1.1,38,10,8
ExteriorWall,1.21,57.33,1.04,10.69,0.2,3.34,0,2.14,72.72,10,8
ExteriorWall,5.5,57.33,1.04,2.35,0.2,3.34,0,0.47,17.05,10,5
ExteriorWall,1.35,57.33,1.04,9.6,0.2,3.34,0,1.92,65.49,10,5
InteriorDoor,14.06,286.65,1.91,0.92,0.04,1.82,3.17,0.04,3.49,6,3
InteriorDoor,14.06,286.65,1.91,0.92,0.04,1.82,2.65,0.04,3.49,6,3
InteriorDoor,14.06,286.65,1.91,0.92,0.04,1.82,1.2,0.04,3.49,6,3
InteriorDoor,14.06,286.65,1.91,0.92,0.04,1.82,1.01,0.04,3.49,6,3
InteriorDoor,14.06,286.65,1.91,0.92,0.04,1.82,1.01,0.04,3.49,6,3
ExteriorDoor,12.81,286.65,1.91,1.01,0.04,1.82,0.08,0.04,3.81,6,3
Window,2.94,286.65,1.9,4.4,0.04,1.83,0.08,0.18,16.24,6,2
Window,2.24,286.65,1.9,5.77,0.04,1.83,0.08,0.23,21.26,6,2
Window,4.92,286.65,1.9,2.63,0.04,1.83,0.08,0.11,9.79,6,2
Window,2.65,286.65,1.9,4.89,0.04,1.83,0.08,0.2,18.04,6,2
Window,7.39,286.65,1.9,1.75,0.04,1.83,0.08,0.07,6.56,6,2
Window,6.63,286.65,1.9,1.95,0.04,1.83,0.08,0.08,7.28,6,2
Railing,2.94,382.2,3.48,4.4,0.03,1,0,0.13,8.86,6,4
Railing,16.58,382.2,3.48,0.78,0.03,1,0,0.02,1.62,6,5
Railing,16.58,382.2,3.48,0.78,0.03,1,0,0.02,1.62,6,5
Railing,2.65,382.2,3.48,4.89,0.03,1,0,0.15,9.84,6,4
Railing,16.58,382.2,3.48,0.78,0.03,1,0,0.02,1.62,6,5
Railing,16.58,382.2,3.48,0.78,0.03,1,0,0.02,1.62,6,4
Railing,6.63,382.2,3.48,1.95,0.03,1,0,0.06,3.96,6,4
Railing,16.58,382.2,3.48,0.78,0.03,1,0,0.02,1.62,6,5
Railing,16.58,382.2,3.48,0.78,0.03,1,0,0.02,1.62,6,4
Railing,4.92,382.2,3.48,2.63,0.03,1,0,0.08,5.33,6,4
Railing,16.58,382.2,3.48,0.78,0.03,1,0,0.02,1.62,6,5
Railing,16.58,382.2,3.48,0.78,0.03,1,0,0.02,1.62,6,5
BalconyFloor,2.94,14.7,24.86,4.4,0.78,0.14,0,3.43,1.45,6,6
BalconyFloor,2.65,14.7,24.86,4.89,0.78,0.14,0,3.81,1.59,6,5
BalconyFloor,6.63,14.7,24.86,1.95,0.78,0.14,0,1.52,0.76,6,5
BalconyFloor,4.92,14.7,24.86,2.63,0.78,0.14,0,2.05,0.96,6,6
